id,date,scanner,min,max,err,pixels,minf,maxf,errf,created_at,updated_at
1384,17-01-2018,K172,35103,35968,2.43,30,35527,35544,0.05,,20:12.9
1381,17-01-2018,K208,35360,36000,1.79,52,35698,35708,0.03,,20:12.9
1382,17-01-2018,K210,35387,36077,1.93,62,35710,35723,0.04,,20:13.0
1383,17-01-2018,K209,34443,36601,6.08,26,35517,35532,0.04,,20:13.0
1385,19-12-2017,K237,-1,-1,0,8,-1,-1,0,,
1386,19-12-2017,K238,35193,36136,2.64,5,35715,35718,0.01,,
1387,19-12-2017,K239,35240,36233,2.78,18,35717,35725,0.02,,
1388,19-12-2017,K250,35390,36103,1.99,18,35703,35711,0.02,,
1389,19-12-2017,K237,-1,-1,0,8,-1,-1,0,,
1390,19-12-2017,K238,35193,36136,2.64,5,35715,35718,0.01,,
1391,19-12-2017,K239,35240,36233,2.78,18,35717,35725,0.02,,
1392,19-12-2017,K250,35390,36103,1.99,18,35703,35711,0.02,,
1393,20-12-2017,K237,-1,-1,0,8,-1,-1,0,,
1394,20-12-2017,K238,35176,36156,2.75,6,35714,35717,0.01,,
1395,20-12-2017,K239,35242,36232,2.77,21,35717,35725,0.02,,
1396,20-12-2017,K250,35387,36102,2,19,35697,35707,0.03,,
1399,22-01-2018,K239,35244,36232,2.76,21,35718,35728,0.03,,59:02.2
1398,22-01-2018,K238,35173,36159,2.76,6,35716,35718,0.01,,59:02.2
1400,22-01-2018,K250,35378,36102,2.03,20,35699,35707,0.02,,59:02.3
1397,22-01-2018,K237,35322,36000,1.9,11,35710,35718,0.02,,59:02.3
1401,18-12-2017,K237,-1,-1,0,8,-1,-1,0,,
1402,18-12-2017,K238,35172,36157,2.76,5,35715,35717,0.01,,
1403,18-12-2017,K239,35243,36234,2.77,20,35718,35728,0.03,,
1404,18-12-2017,K250,-1,-1,0,19,-1,-1,0,,
1407,17-01-2018,K239,35243,36230,2.76,20,35718,35727,0.03,,46:02.5
1406,17-01-2018,K238,35177,36147,2.72,6,35714,35719,0.01,,46:02.5
1408,17-01-2018,K250,35392,36101,1.98,19,35700,35710,0.03,,46:02.5
1405,17-01-2018,K237,-1,-1,0,8,-1,-1,0,,46:02.5
1411,22-01-2018,K115,35276,35831,1.56,47,35541,35553,0.03,,10:18.5
1409,22-01-2018,K121,35291,36264,2.72,40,35717,35734,0.05,,10:18.5
1410,22-01-2018,K168,35175,35965,2.22,45,35541,35568,0.08,,10:18.5
1412,22-01-2018,K114,35167,36097,2.61,19,35714,35736,0.06,,10:18.5
1413,22-01-2018,K171,35281,36120,2.35,32,35714,35738,0.07,,10:18.5
1415,22-01-2018,H161,35120,36400,3.58,36,35732,35758,0.07,,24:52.1
1416,22-01-2018,H162,35383,36046,1.86,23,35741,35773,0.09,,24:52.1
1414,22-01-2018,H163,35316,36191,2.45,53,35696,35774,0.22,,24:52.1
1419,22-01-2018,K169,34942,36226,3.61,39,35564,35573,0.03,,29:02.9
1417,22-01-2018,K120,35048,35947,2.53,42,35527,35542,0.04,,29:02.9
1418,22-01-2018,K141,35335,36070,2.06,49,35670,35707,0.1,,29:02.9
1420,22-03-2017,H167,35266,36261,2.78,77,35732,35775,0.12,,
1421,22-03-2017,H165,35188,36234,2.93,39,35658,35677,0.05,,
1424,23-01-2018,K239,35243,36233,2.77,21,35713,35722,0.03,,00:59.6
1423,23-01-2018,K238,35191,36126,2.62,6,35714,35717,0.01,,00:59.6
1425,23-01-2018,K250,35378,36101,2.02,18,35699,35708,0.03,,00:59.6
1422,23-01-2018,K237,35322,35999,1.9,12,35711,35719,0.02,,00:59.6
1426,22-01-2018,H171,35494,36034,1.51,35,35711,35753,0.12,,35:44.5
1431,22-01-2018,H173,35489,35965,1.33,23,35731,35740,0.03,,35:44.6
1427,22-01-2018,H175,34015,37042,8.52,64,35733,35779,0.13,,35:44.6
1429,22-01-2018,H177,35396,36130,2.05,31,35753,35767,0.04,,35:44.6
1428,22-01-2018,H176,35254,36282,2.87,28,35741,35764,0.06,,35:44.6
1430,22-01-2018,H174,35406,36126,2.01,46,35721,35749,0.08,,35:44.6
1436,18-01-2018,K167,34789,36642,5.19,51,35670,35696,0.07,,38:54.4
1434,18-01-2018,K147,35311,35801,1.38,39,35560,35571,0.03,,38:54.4
1432,18-01-2018,K150,34817,36719,5.32,29,35708,35724,0.04,,38:54.5
1433,18-01-2018,K173,35050,36119,3,56,35706,35733,0.08,,38:54.5
1435,18-01-2018,K149,35313,36079,2.15,39,35712,35734,0.06,,38:54.5
1439,18-01-2018,H128,35454,35997,1.52,159,35725,35738,0.04,,52:43.8
1437,18-01-2018,H129,34969,36493,4.27,105,35689,35744,0.15,,52:43.8
1438,18-01-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,52:43.9
1440,18-01-2018,H127,35290,35972,1.91,175,35723,35747,0.07,,52:43.9
1444,18-01-2018,K172,35080,35965,2.49,31,35529,35547,0.05,,04:41.4
1441,18-01-2018,K208,35391,36005,1.72,41,35697,35708,0.03,,04:41.4
1442,18-01-2018,K210,35308,36127,2.29,38,35712,35721,0.03,,04:41.4
1443,18-01-2018,K209,34588,36446,5.23,24,35518,35531,0.04,,04:41.4
1449,19-01-2018,K167,34796,36641,5.17,58,35670,35695,0.07,,20:05.1
1447,19-01-2018,K147,35281,35821,1.52,50,35560,35570,0.03,,20:05.1
1445,19-01-2018,K150,33509,37801,12.04,18,35708,35726,0.05,,20:05.1
1446,19-01-2018,K173,-1,-1,0,-1,-1,-1,0,,20:05.2
1448,19-01-2018,K149,35251,36197,2.65,38,35712,35735,0.06,,20:05.2
1450,19-10-2016,H129,34994,36459,4.1,117,35692,35740,0.13,,
1451,19-10-2016,H130,35186,36120,2.62,-1,35707,35741,0.1,,
1452,19-10-2016,H128,35454,35990,1.5,160,35724,35738,0.04,,
1453,19-10-2016,H127,35289,35980,1.94,175,35723,35748,0.07,,
1454,19-01-2017,K208,35391,36005,1.72,41,35697,35708,0.03,,
1455,19-01-2017,K210,35308,36127,2.29,38,35712,35721,0.03,,
1456,19-01-2017,K209,34588,36446,5.23,24,35518,35531,0.04,,
1457,19-01-2017,K172,35080,35965,2.49,31,35529,35547,0.05,,
1462,20-01-2018,K167,34796,36641,5.17,58,35670,35695,0.07,,56:34.2
1460,20-01-2018,K147,35281,35821,1.52,50,35560,35570,0.03,,56:34.2
1458,20-01-2018,K150,33510,37757,11.92,18,35709,35725,0.04,,56:34.2
1459,20-01-2018,K173,-1,-1,0,-1,-1,-1,0,,56:34.3
1461,20-01-2018,K149,35251,36197,2.65,38,35712,35735,0.06,,56:34.3
1465,20-01-2018,H128,35464,35971,1.42,160,35721,35744,0.06,,05:16.9
1463,20-01-2018,H129,34998,36452,4.07,127,35689,35744,0.15,,05:17.0
1464,20-01-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,05:17.0
1466,20-01-2018,H127,35291,35993,1.97,175,35723,35746,0.06,,05:17.0
1470,20-01-2018,K172,35080,35965,2.49,31,35529,35547,0.05,,26:47.6
1467,20-01-2018,K208,35391,36005,1.72,41,35697,35708,0.03,,26:47.6
1468,20-01-2018,K210,35308,36127,2.29,38,35712,35721,0.03,,26:47.6
1469,20-01-2018,K209,34588,36446,5.23,24,35518,35531,0.04,,26:47.6
1471,23-08-2017,K121,35278,36141,2.42,27,35717,35734,0.05,,
1472,23-08-2017,K168,35174,35963,2.22,36,35540,35567,0.08,,
1473,23-08-2017,K115,35273,35830,1.57,48,35540,35554,0.04,,
1474,23-08-2017,K114,35164,36097,2.62,19,35715,35735,0.06,,
1475,23-08-2017,K171,35276,36118,2.36,37,35713,35736,0.06,,
1476,23-01-2018,H171,35491,36037,1.53,36,35706,35757,0.14,,45:03.1
1481,23-01-2018,H173,35492,35963,1.32,23,35726,35747,0.06,,45:03.1
1477,23-01-2018,H175,34029,37048,8.5,65,35742,35772,0.08,,45:03.1
1479,23-01-2018,H177,35397,36133,2.06,32,35752,35768,0.04,,45:03.1
1478,23-01-2018,H176,35256,36268,2.83,29,35742,35763,0.06,,45:03.1
1480,23-01-2018,H174,35412,36128,2,46,35719,35751,0.09,,45:03.1
1484,23-01-2018,K169,34941,36228,3.62,40,35561,35573,0.03,,39:40.2
1482,23-01-2018,K120,35060,35938,2.47,27,35526,35543,0.05,,39:40.2
1483,23-01-2018,K141,35337,36070,2.05,50,35673,35707,0.1,,39:40.2
1486,23-01-2018,H161,35128,36405,3.57,37,35738,35757,0.05,,48:25.6
1487,23-01-2018,H162,35378,36052,1.89,25,35742,35773,0.09,,48:25.6
1485,23-01-2018,H163,35326,36231,2.53,54,35699,35784,0.24,,48:25.6
1490,24-01-2018,K239,35291,36333,2.91,19,35718,35726,0.02,,11:58.7
1489,24-01-2018,K238,35206,36110,2.54,6,35713,35716,0.01,,11:58.7
1491,24-01-2018,K250,35392,36105,1.99,19,35699,35708,0.03,,11:58.7
1488,24-01-2018,K237,35320,35996,1.9,11,35707,35721,0.04,,11:58.7
1494,24-01-2018,K115,35275,35831,1.56,48,35541,35552,0.03,,57:42.5
1492,24-01-2018,K121,35285,36143,2.4,33,35716,35734,0.05,,57:42.5
1493,24-01-2018,K168,35173,35962,2.22,37,35539,35567,0.08,,57:42.5
1495,24-01-2018,K114,35163,36101,2.63,17,35715,35735,0.06,,57:42.5
1496,24-01-2018,K171,35274,36118,2.36,34,35712,35738,0.07,,57:42.5
1497,24-01-2018,H161,35122,36400,3.57,37,35733,35758,0.07,,16:17.3
1498,24-01-2018,H162,35378,36056,1.9,28,35741,35774,0.09,,16:17.3
1499,24-01-2018,H163,35342,36249,2.53,45,35705,35760,0.15,,16:17.3
1502,24-01-2018,K169,34926,36227,3.66,37,35563,35573,0.03,,19:20.7
1500,24-01-2018,K120,35061,35940,2.48,31,35528,35542,0.04,,19:20.8
1501,24-01-2018,K141,35369,36058,1.93,26,35673,35707,0.1,,19:20.8
1503,24-01-2018,H171,35504,36046,1.52,37,35707,35759,0.15,,10:01.9
1508,24-01-2018,H173,35485,35958,1.32,23,35724,35747,0.06,,10:02.0
1504,24-01-2018,H175,34021,37037,8.49,67,35732,35782,0.14,,10:02.0
1506,24-01-2018,H177,35366,36150,2.19,21,35751,35771,0.06,,10:02.0
1505,24-01-2018,H176,35256,36273,2.84,37,35741,35764,0.06,,10:02.0
1507,24-01-2018,H174,35417,36117,1.96,49,35717,35749,0.09,,10:02.0
1509,24-03-2017,H167,35263,36258,2.78,81,35729,35775,0.13,,
1510,24-03-2017,H165,35175,36243,2.99,13,35656,35680,0.07,,
1515,21-01-2018,K167,34797,36643,5.17,53,35670,35695,0.07,,00:57.8
1513,21-01-2018,K147,35282,35820,1.51,45,35558,35571,0.04,,00:57.9
1511,21-01-2018,K150,33509,37792,12.01,18,35709,35725,0.04,,00:57.9
1512,21-01-2018,K173,35053,36117,2.99,59,35704,35732,0.08,,00:57.9
1514,21-01-2018,K149,35249,36195,2.65,37,35712,35734,0.06,,00:57.9
1516,21-03-2017,H129,35000,36463,4.09,135,35689,35743,0.15,,
1517,21-03-2017,H130,35186,36120,2.62,-1,35707,35741,0.1,,
1518,21-03-2017,H128,35295,35910,1.73,164,35719,35746,0.08,,
1519,21-03-2017,H127,35279,35994,2.01,175,35722,35747,0.07,,
1523,21-01-2018,K172,35074,35962,2.5,31,35527,35545,0.05,,20:58.5
1520,21-01-2018,K208,35382,36011,1.76,41,35697,35706,0.03,,20:58.5
1521,21-01-2018,K210,35313,36119,2.26,38,35711,35722,0.03,,20:58.5
1522,21-01-2018,K209,34578,36456,5.29,24,35518,35530,0.03,,20:58.5
1528,22-01-2018,K167,34796,36641,5.17,58,35670,35695,0.07,,35:08.8
1526,22-01-2018,K147,35281,35821,1.52,50,35560,35570,0.03,,35:08.8
1524,22-01-2018,K150,33510,37757,11.92,18,35709,35725,0.04,,35:08.8
1525,22-01-2018,K173,-1,-1,0,-1,-1,-1,0,,35:08.8
1527,22-01-2018,K149,35251,36197,2.65,38,35712,35735,0.06,,35:08.8
1531,22-01-2018,H128,35324,36126,2.24,164,35725,35738,0.04,,40:22.7
1529,22-01-2018,H129,35022,36451,4,48,35687,35745,0.16,,40:22.8
1530,22-01-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,40:22.8
1532,22-01-2018,H127,35282,35987,1.98,175,35724,35746,0.06,,40:22.8
1535,22-01-2018,H128,35324,36126,2.24,164,35725,35738,0.04,,45:47.1
1533,22-01-2018,H129,35022,36451,4,48,35687,35745,0.16,,45:47.1
1534,22-01-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,45:47.2
1536,22-01-2018,H127,35282,35987,1.98,175,35724,35746,0.06,,45:47.2
1540,22-01-2018,K172,35070,35966,2.52,31,35528,35546,0.05,,50:50.7
1537,22-01-2018,K208,35378,36017,1.79,41,35698,35708,0.03,,50:50.7
1538,22-01-2018,K210,35312,36124,2.27,39,35711,35722,0.03,,50:50.7
1539,22-01-2018,K209,34576,36463,5.31,26,35518,35531,0.04,,50:50.7
1545,23-01-2018,K167,34797,36644,5.17,59,35671,35696,0.07,,23:40.9
1543,23-01-2018,K147,35284,35817,1.5,56,35558,35571,0.04,,23:40.9
1541,23-01-2018,K150,33505,37718,11.83,19,35709,35726,0.05,,23:40.9
1542,23-01-2018,K173,-1,-1,0,-1,-1,-1,0,,23:40.9
1544,23-01-2018,K149,35255,36195,2.63,38,35712,35734,0.06,,23:40.9
1548,23-01-2018,H128,35293,36129,2.34,166,35722,35743,0.06,,34:20.6
1546,23-01-2018,H129,35003,36471,4.11,54,35688,35744,0.16,,34:20.7
1547,23-01-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,34:20.7
1549,23-01-2018,H127,35306,35977,1.88,175,35722,35746,0.07,,34:20.7
1553,23-01-2018,K172,35103,35981,2.47,31,35527,35544,0.05,,45:13.2
1550,23-01-2018,K208,35376,36013,1.78,49,35698,35707,0.03,,45:13.2
1551,23-01-2018,K210,35313,36121,2.26,40,35711,35720,0.03,,45:13.2
1552,23-01-2018,K209,34653,36368,4.83,26,35518,35531,0.04,,45:13.2
1554,24-05-2017,K150,33478,37815,12.17,21,35707,35728,0.06,,
1555,24-05-2017,K173,35058,36220,3.26,50,35704,35732,0.08,,
1556,24-05-2017,K147,35283,35820,1.51,57,35560,35570,0.03,,
1557,24-05-2017,K149,35253,36194,2.63,39,35711,35734,0.06,,
1558,24-05-2017,K167,34791,36646,5.19,62,35671,35695,0.07,,
1561,24-01-2018,H128,35529,35898,1.03,166,35725,35740,0.04,,17:15.6
1559,24-01-2018,H129,35003,36471,4.11,54,35688,35744,0.16,,17:15.6
1560,24-01-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,17:15.6
1562,24-01-2018,H127,35290,35974,1.92,175,35723,35751,0.08,,17:15.6
1563,24-02-2017,K208,35378,36016,1.79,53,35697,35708,0.03,,
1564,24-02-2017,K210,35310,36119,2.27,42,35712,35721,0.03,,
1565,24-02-2017,K209,34669,36367,4.78,28,35518,35531,0.04,,
1566,24-02-2017,K172,35100,35981,2.48,31,35528,35545,0.05,,
1569,25-01-2018,K115,35280,35828,1.54,10,35541,35555,0.04,,02:06.1
1567,25-01-2018,K121,35285,36148,2.42,35,35717,35735,0.05,,02:06.2
1568,25-01-2018,K168,35170,35965,2.24,37,35539,35567,0.08,,02:06.2
1570,25-01-2018,K114,35164,36095,2.61,18,35713,35736,0.06,,02:06.2
1571,25-01-2018,K171,-1,-1,0,-1,-1,-1,0,,02:06.2
1572,25-01-2018,H161,35134,36388,3.51,16,35733,35758,0.07,,55:37.4
1573,25-01-2018,H162,35384,36045,1.85,22,35740,35772,0.09,,55:37.4
1574,25-01-2018,H163,35343,36258,2.56,46,35702,35775,0.2,,55:37.4
1577,25-01-2018,K169,34920,36229,3.68,39,35561,35573,0.03,,58:22.0
1575,25-01-2018,K120,35075,35929,2.41,36,35528,35544,0.05,,58:22.0
1576,25-01-2018,K141,35374,36055,1.91,27,35672,35707,0.1,,58:22.0
1578,25-03-2017,H167,35267,36258,2.77,81,35732,35774,0.12,,
1579,25-03-2017,H165,35091,36303,3.4,20,35652,35683,0.09,,
1580,25-01-2018,H171,35481,36039,1.56,37,35712,35754,0.12,,17:13.9
1585,25-01-2018,H173,35488,35957,1.31,24,35723,35747,0.07,,17:13.9
1581,25-01-2018,H175,34027,37045,8.49,70,35737,35777,0.11,,17:13.9
1583,25-01-2018,H177,35353,36150,2.23,30,35750,35772,0.06,,17:13.9
1582,25-01-2018,H176,35246,36271,2.87,38,35746,35759,0.04,,17:13.9
1584,25-01-2018,H174,35417,36109,1.93,51,35719,35747,0.08,,17:14.0
1586,26-11-2017,K121,35295,36143,2.37,35,35716,35734,0.05,,
1587,26-11-2017,K168,35169,35963,2.23,37,35539,35566,0.08,,
1588,26-11-2017,K115,35280,35825,1.53,19,35539,35554,0.04,,
1589,26-11-2017,K114,35165,36098,2.62,18,35714,35735,0.06,,
1590,26-11-2017,K171,35310,36118,2.26,32,35704,35737,0.09,,
1591,26-03-2017,H167,35265,36260,2.78,81,35729,35776,0.13,,
1592,26-03-2017,H165,35094,36304,3.39,22,35658,35679,0.06,,
1593,26-01-2018,H161,35136,36387,3.5,19,35734,35761,0.08,,41:29.0
1594,26-01-2018,H162,35391,36056,1.86,28,35744,35770,0.07,,41:29.0
1595,26-01-2018,H163,35343,36259,2.56,47,35688,35781,0.26,,41:29.0
1596,26-12-2017,K120,35068,35937,2.45,37,35527,35542,0.04,,
1597,26-12-2017,K141,35374,36054,1.9,27,35672,35707,0.1,,
1598,26-12-2017,K169,34925,36232,3.67,40,35563,35573,0.03,,
1599,26-01-2018,H171,35484,36036,1.54,39,35711,35753,0.12,,03:35.2
1604,26-01-2018,H173,35486,35953,1.31,24,35725,35746,0.06,,03:35.2
1600,26-01-2018,H175,34033,37047,8.48,70,35743,35771,0.08,,03:35.3
1602,26-01-2018,H177,35361,36155,2.22,30,35756,35769,0.04,,03:35.3
1601,26-01-2018,H176,35258,36274,2.84,39,35741,35765,0.07,,03:35.3
1603,26-01-2018,H174,35415,36113,1.95,51,35724,35747,0.06,,03:35.3
1605,27-11-2017,K121,35302,36141,2.35,36,35717,35734,0.05,,
1606,27-11-2017,K168,35176,35965,2.22,39,35539,35567,0.08,,
1607,27-11-2017,K115,35276,35827,1.55,20,35540,35553,0.04,,
1608,27-11-2017,K114,35165,36097,2.62,18,35715,35735,0.06,,
1609,27-11-2017,K171,35310,36118,2.26,32,35704,35737,0.09,,
1610,27-09-2017,K120,35059,35938,2.48,39,35528,35542,0.04,,
1611,27-09-2017,K141,35366,36060,1.94,30,35673,35707,0.1,,
1612,27-09-2017,K169,34919,36229,3.68,30,35562,35573,0.03,,
1613,27-01-2018,H161,35137,36392,3.51,22,35735,35759,0.07,,47:48.7
1614,27-01-2018,H162,35390,36052,1.85,30,35742,35772,0.08,,47:48.7
1615,27-01-2018,H163,35333,36260,2.59,48,35684,35778,0.26,,47:48.7
1616,27-03-2017,H167,35264,36257,2.78,82,35729,35775,0.13,,
1617,27-03-2017,H165,35075,36303,3.44,25,35658,35677,0.05,,
1620,26-01-2018,K239,35203,36359,3.23,21,35717,35726,0.03,,22:32.3
1619,26-01-2018,K238,35204,36116,2.56,6,35715,35718,0.01,,22:32.3
1621,26-01-2018,K250,35389,36102,1.99,18,35699,35709,0.03,,22:32.3
1618,26-01-2018,K237,35467,35986,1.45,11,35710,35719,0.03,,22:32.3
1622,27-01-2018,H171,35434,36028,1.66,28,35725,35744,0.05,,18:29.0
1627,27-01-2018,H173,35462,35954,1.38,8,35723,35750,0.08,,18:29.0
1623,27-01-2018,H175,34015,37038,8.51,73,35731,35783,0.15,,18:29.0
1625,27-01-2018,H177,35349,36154,2.25,31,35747,35774,0.08,,18:29.0
1624,27-01-2018,H176,35252,36272,2.85,43,35747,35760,0.04,,18:29.0
1626,27-01-2018,H174,35403,36124,2.02,53,35714,35756,0.12,,18:29.0
1629,28-01-2018,H161,35141,36393,3.5,24,35739,35752,0.04,,57:05.1
1630,28-01-2018,H162,35397,36052,1.83,31,35744,35771,0.08,,57:05.1
1628,28-01-2018,H163,35303,36196,2.5,49,35695,35778,0.23,,57:05.2
1633,28-01-2018,K169,34924,36228,3.67,30,35561,35574,0.04,,18:40.4
1631,28-01-2018,K120,35063,35946,2.49,39,35529,35544,0.04,,18:40.4
1632,28-01-2018,K141,35395,36058,1.86,34,35673,35707,0.1,,18:40.4
1634,28-07-2016,K211,-1,-1,0,-1,-1,-1,0,,
1635,28-07-2016,K212,-1,-1,0,-1,-1,-1,0,,
1636,28-01-2018,K220,34809,36746,5.41,11,35706,35716,0.03,,48:03.4
1637,28-01-2018,K221,35297,36175,2.46,4,35718,35743,0.07,,48:03.4
1640,29-01-2018,K239,35205,36361,3.23,19,35716,35726,0.03,,28:49.1
1639,29-01-2018,K238,35203,36112,2.55,6,35714,35717,0.01,,28:49.1
1641,29-01-2018,K250,35250,36103,2.39,19,35703,35711,0.02,,28:49.1
1638,29-01-2018,K237,35466,35984,1.45,12,35712,35719,0.02,,28:49.1
1642,28-01-2018,H171,35444,36037,1.66,32,35714,35750,0.1,,57:28.9
1647,28-01-2018,H173,35468,35961,1.38,19,35725,35747,0.06,,57:28.9
1643,28-01-2018,H175,34015,37039,8.51,73,35732,35782,0.14,,57:28.9
1645,28-01-2018,H177,35361,36160,2.23,31,35752,35767,0.04,,57:28.9
1644,28-01-2018,H176,35250,36272,2.86,52,35748,35758,0.03,,57:29.0
1646,28-01-2018,H174,35415,36106,1.93,34,35721,35748,0.08,,57:29.0
1648,28-01-2018,K218,35395,36162,2.14,12,35685,35690,0.01,,29:36.3
1649,28-01-2018,K219,35468,35980,1.43,8,35684,35690,0.02,,29:36.3
1650,28-11-2017,K121,35304,36134,2.32,39,35716,35734,0.05,,
1651,28-11-2017,K168,35166,35956,2.22,43,35540,35567,0.08,,
1652,28-11-2017,K115,35273,35830,1.57,23,35539,35553,0.04,,
1653,28-11-2017,K114,35163,36099,2.63,18,35716,35736,0.06,,
1654,29-11-2017,K121,35305,36130,2.31,39,35717,35734,0.05,,
1655,29-11-2017,K168,35166,35956,2.22,43,35540,35567,0.08,,
1656,29-11-2017,K115,35279,35826,1.54,23,35541,35553,0.03,,
1657,29-11-2017,K114,35167,36097,2.61,18,35716,35736,0.06,,
1660,29-01-2018,K169,34921,36231,3.68,33,35562,35573,0.03,,12:55.9
1658,29-01-2018,K120,35066,35935,2.45,39,35527,35543,0.05,,12:55.9
1659,29-01-2018,K141,35391,36061,1.88,35,35673,35708,0.1,,12:55.9
1662,29-01-2018,H161,35137,36383,3.48,25,35732,35757,0.07,,20:55.6
1663,29-01-2018,H162,35399,36048,1.82,36,35744,35771,0.08,,20:55.6
1661,29-01-2018,H163,35349,36269,2.57,44,35691,35778,0.24,,20:55.6
1664,29-01-2018,K218,35397,36155,2.12,11,35687,35692,0.01,,53:52.4
1665,29-01-2018,K219,35458,35976,1.45,7,35682,35687,0.01,,53:52.4
1666,29-12-2017,K211,-1,-1,0,-1,-1,-1,0,,
1667,29-12-2017,K212,-1,-1,0,-1,-1,-1,0,,
1668,29-01-2018,K220,34798,36740,5.43,11,35707,35717,0.03,,36:51.7
1669,29-01-2018,K221,35298,36172,2.45,3,35719,35742,0.06,,36:51.7
1670,29-03-2017,H167,35265,36258,2.78,85,35730,35774,0.12,,
1671,29-03-2017,H165,35071,36307,3.46,21,35655,35682,0.08,,
1672,29-06-2017,K208,35423,35969,1.53,55,35698,35707,0.03,,
1673,29-06-2017,K210,35309,36086,2.18,40,35710,35722,0.03,,
1674,29-06-2017,K209,34668,36318,4.65,29,35519,35531,0.03,,
1675,29-06-2017,K172,34989,35894,2.55,30,35527,35546,0.05,,
1678,30-01-2018,K239,35210,36357,3.21,22,35717,35726,0.03,,32:12.0
1677,30-01-2018,K238,35174,36149,2.73,6,35714,35716,0.01,,32:12.0
1679,30-01-2018,K250,35248,36099,2.39,19,35694,35711,0.05,,32:12.0
1676,30-01-2018,K237,35466,35984,1.45,12,35710,35718,0.02,,32:12.0
1680,30-01-2018,H161,35144,36395,3.5,28,35739,35755,0.04,,19:40.1
1681,30-01-2018,H162,35397,36043,1.81,39,35738,35777,0.11,,19:40.1
1682,30-01-2018,H163,35310,36205,2.5,45,35699,35773,0.21,,19:40.2
1685,30-01-2018,K169,34929,36229,3.65,36,35562,35574,0.03,,24:45.8
1683,30-01-2018,K120,35066,35943,2.47,41,35525,35544,0.05,,24:45.8
1684,30-01-2018,K141,35396,36058,1.85,41,35671,35709,0.11,,24:45.8
1688,30-01-2018,K115,35275,35829,1.56,23,35540,35553,0.04,,30:33.0
1686,30-01-2018,K121,35305,36026,2.02,31,35717,35734,0.05,,30:33.0
1687,30-01-2018,K168,35170,35960,2.22,30,35539,35567,0.08,,30:33.0
1689,30-01-2018,K114,35211,36070,2.41,16,35715,35735,0.06,,30:33.0
1690,30-01-2018,K171,35307,36113,2.26,38,35716,35741,0.07,,30:33.0
1691,30-01-2018,K218,35396,36158,2.13,12,35687,35692,0.01,,16:58.5
1692,30-01-2018,K219,35460,35979,1.45,7,35684,35688,0.01,,16:58.5
1693,30-01-2018,H171,35423,36024,1.68,34,35726,35749,0.06,,25:20.1
1698,30-01-2018,H173,35469,35960,1.37,24,35726,35747,0.06,,25:20.1
1694,30-01-2018,H175,34029,37053,8.51,73,35742,35771,0.08,,25:20.1
1696,30-01-2018,H177,35360,36154,2.22,32,35756,35768,0.03,,25:20.1
1695,30-01-2018,H176,35443,36063,1.73,11,35746,35760,0.04,,25:20.1
1697,30-01-2018,H174,35416,36118,1.96,34,35721,35746,0.07,,25:20.1
1699,30-01-2018,K211,-1,-1,0,-1,-1,-1,0,,42:51.2
1700,30-01-2018,K212,-1,-1,0,-1,-1,-1,0,,42:51.2
1701,30-01-2018,K220,34633,36857,6.22,9,35705,35719,0.04,,25:09.6
1702,30-01-2018,K221,35299,36170,2.44,3,35719,35743,0.07,,25:09.6
1703,30-01-2018,H136,-1,-1,0,-1,-1,-1,0,,21:38.2
1705,30-01-2018,H140,0,0,0,0,0,0,0,,21:38.2
1704,30-01-2018,H137,-1,-1,0,-1,-1,-1,0,,21:38.2
1706,30-01-2018,H141,-1,-1,0,-1,-1,-1,0,,21:38.3
1707,31-01-2018,K121,35306,36026,2.02,39,35717,35737,0.06,,
1708,31-01-2018,K168,35171,35959,2.22,33,35540,35567,0.08,,
1709,31-01-2018,K115,35253,35844,1.66,13,35542,35554,0.03,,
1710,31-01-2018,K114,35210,36074,2.42,20,35715,35734,0.05,,
1711,31-01-2018,H163,35365,36225,2.4,41,35729,35746,0.05,,
1712,31-01-2018,H161,35146,36387,3.47,30,35736,35754,0.05,,
1713,31-01-2018,H162,35394,36044,1.82,41,35741,35772,0.09,,
1714,31-01-2018,K120,35063,35925,2.43,41,35527,35542,0.04,,
1715,31-01-2018,K141,35400,36053,1.83,42,35672,35707,0.1,,
1716,31-01-2018,K169,34929,36229,3.65,37,35562,35573,0.03,,
1717,31-01-2018,H171,35434,36033,1.68,35,35718,35748,0.08,,
1718,31-01-2018,H175,34017,37031,8.48,74,35730,35784,0.15,,
1719,31-01-2018,H176,35441,36068,1.75,18,35747,35760,0.04,,
1720,31-01-2018,H177,34971,36571,4.47,34,35747,35774,0.08,,
1721,31-01-2018,H174,35411,36121,1.99,34,35715,35755,0.11,,
1722,31-01-2018,H173,35462,35950,1.37,24,35724,35748,0.07,,
1723,31-01-2018,K218,35368,36075,1.98,11,35686,35691,0.01,,
1724,31-01-2018,K219,35430,35972,1.52,8,35678,35692,0.04,,
1725,31-01-2018,K211,-1,-1,0,-1,-1,-1,0,,
1726,31-01-2018,K212,-1,-1,0,-1,-1,-1,0,,
1727,31-01-2018,K220,35215,36182,2.71,9,35713,35716,0.01,,
