id,date,scanner,min,max,err,pixels,minf,maxf,errf,created_at,updated_at
2420,24-02-2017,K208,35396,36016,1.74,54,35697,35707,0.03,,
2421,24-02-2017,K210,35303,36068,2.14,40,35711,35720,0.03,,
2422,24-02-2017,K209,35017,36094,3.03,27,35516,35530,0.04,,
2423,24-02-2017,K172,35052,35966,2.57,28,35526,35544,0.05,,
2426,25-02-2018,H128,35302,36024,2.02,24,35726,35739,0.04,,56:36.0
2424,25-02-2018,H129,35509,35925,1.16,79,35690,35740,0.14,,56:36.0
2425,25-02-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,56:36.0
2427,25-02-2018,H127,35293,36102,2.27,26,35722,35746,0.07,,56:36.0
2432,25-02-2018,K167,34752,36657,5.34,52,35670,35696,0.07,,58:28.8
2430,25-02-2018,K147,35340,35771,1.21,101,35559,35571,0.03,,58:28.8
2428,25-02-2018,K150,35130,36298,3.27,41,35708,35722,0.04,,58:28.8
2429,25-02-2018,K173,35109,36084,2.74,68,35703,35733,0.08,,58:28.8
2431,25-02-2018,K149,34926,36421,4.19,24,35712,35735,0.06,,58:28.8
2433,25-04-2017,K208,35401,36007,1.7,55,35697,35705,0.02,,
2434,25-04-2017,K210,35305,36060,2.12,42,35710,35724,0.04,,
2435,25-04-2017,K209,34675,36327,4.65,27,35517,35531,0.04,,
2436,25-04-2017,K172,35058,35970,2.57,30,35529,35547,0.05,,
2437,26-11-2017,K150,35135,36337,3.36,42,35708,35722,0.04,,
2438,26-11-2017,K173,35109,36079,2.73,69,35705,35732,0.08,,
2439,26-11-2017,K147,35351,35761,1.15,102,35560,35571,0.03,,
2440,26-11-2017,K149,34907,36449,4.32,27,35711,35734,0.06,,
2441,26-11-2017,K167,34747,36660,5.36,52,35671,35696,0.07,,
2444,26-02-2018,H128,35302,36028,2.04,25,35725,35738,0.04,,13:54.1
2442,26-02-2018,H129,35496,35919,1.18,37,35694,35735,0.11,,13:54.2
2443,26-02-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,13:54.2
2445,26-02-2018,H127,35274,36118,2.36,27,35724,35746,0.06,,13:54.2
2446,26-08-2016,K208,35403,36013,1.71,56,35698,35705,0.02,,
2447,26-08-2016,K210,35291,36069,2.18,43,35711,35720,0.03,,
2448,26-08-2016,K209,34721,36282,4.4,30,35518,35530,0.03,,
2449,26-08-2016,K172,35045,35966,2.59,30,35528,35545,0.05,,
2454,27-02-2018,K167,34748,36661,5.36,52,35670,35695,0.07,,34:01.4
2452,27-02-2018,K147,35347,35769,1.19,103,35559,35570,0.03,,34:01.4
2450,27-02-2018,K150,35135,36321,3.32,42,35709,35723,0.04,,34:01.4
2451,27-02-2018,K173,35103,36090,2.77,69,35710,35740,0.08,,34:01.4
2453,27-02-2018,K149,34924,36449,4.27,30,35713,35735,0.06,,34:01.5
2457,27-02-2018,H128,35299,36020,2.02,26,35718,35745,0.08,,37:43.9
2455,27-02-2018,H129,35480,35934,1.27,54,35690,35739,0.14,,37:43.9
2456,27-02-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,37:43.9
2458,27-02-2018,H127,35301,36113,2.27,31,35722,35746,0.07,,37:43.9
2462,27-02-2018,K172,35033,35960,2.61,37,35528,35546,0.05,,44:01.3
2459,27-02-2018,K208,35401,36013,1.71,58,35697,35706,0.03,,44:01.3
2460,27-02-2018,K210,35300,36073,2.17,44,35712,35721,0.03,,44:01.3
2461,27-02-2018,K209,34721,36284,4.4,32,35518,35530,0.03,,44:01.3
2465,27-02-2018,K169,34925,36217,3.63,33,35562,35573,0.03,,30:25.8
2463,27-02-2018,K120,35026,35919,2.52,24,35527,35543,0.05,,30:25.8
2464,27-02-2018,K141,35302,36017,2.01,34,35673,35707,0.1,,30:25.8
2466,28-02-2018,K237,35484,35965,1.35,11,35716,35720,0.01,,
2467,28-02-2018,K238,35235,36183,2.65,6,35707,35717,0.03,,
2468,28-02-2018,K239,35103,36465,3.81,19,35717,35725,0.02,,
2469,28-02-2018,K250,35214,36148,2.62,24,35691,35698,0.02,,
2470,27-02-2018,H161,35150,36368,3.41,8,35735,35755,0.06,,44:17.6
2471,27-02-2018,H162,35367,36071,1.97,23,35741,35773,0.09,,44:17.6
2472,27-02-2018,H163,35326,36250,2.58,54,35703,35772,0.19,,44:17.6
2475,27-02-2018,K239,34811,36647,5.14,21,35717,35725,0.02,,30:21.7
2474,27-02-2018,K238,34701,36743,5.72,6,35715,35717,0.01,,30:21.7
2476,27-02-2018,K250,-1,-1,0,24,-1,-1,0,,30:21.7
2473,27-02-2018,K237,35488,35967,1.34,14,35711,35719,0.02,,30:21.8
2477,27-02-2018,H136,-1,-1,0,-1,-1,-1,0,,18:53.8
2479,27-02-2018,H140,0,0,0,0,0,0,0,,18:53.8
2478,27-02-2018,H137,-1,-1,0,-1,-1,-1,0,,18:53.8
2480,27-02-2018,H141,-1,-1,0,-1,-1,-1,0,,18:53.8
2481,28-02-2018,K121,35276,36014,2.07,19,35716,35734,0.05,,
2482,28-02-2018,K168,35070,35994,2.6,38,35540,35567,0.08,,
2483,28-02-2018,K115,35228,35865,1.79,25,35541,35552,0.03,,
2484,28-02-2018,K114,35215,36085,2.44,15,35715,35735,0.06,,
2485,28-02-2018,K171,35145,35906,2.14,42,35506,35532,0.07,,
2486,28-02-2018,H161,35151,36372,3.41,9,35736,35759,0.06,,
2487,28-02-2018,H162,35382,36062,1.9,23,35743,35772,0.08,,
2488,28-02-2018,H163,35355,36262,2.53,58,35701,35773,0.2,,
2489,28-02-2018,K120,35035,35920,2.49,27,35526,35542,0.05,,
2490,28-02-2018,K141,35312,36014,1.97,35,35673,35707,0.1,,
2491,28-02-2018,K169,34925,36215,3.63,34,35562,35573,0.03,,
2492,28-04-2017,H166,35128,36421,3.61,67,35764,35779,0.04,,
2493,28-04-2017,H167,35265,36257,2.77,114,35731,35775,0.12,,
2494,28-04-2017,H165,34950,36374,3.99,22,35656,35680,0.07,,
2495,28-02-2018,K218,35368,35990,1.74,12,35687,35691,0.01,,
2496,28-02-2018,K219,35345,36005,1.85,7,35682,35688,0.02,,
2497,28-02-2018,H136,-1,-1,0,-1,-1,-1,0,,
2498,28-02-2018,H137,-1,-1,0,-1,-1,-1,0,,
2499,28-02-2018,H140,0,0,0,0,0,0,0,,
2500,28-02-2018,H141,-1,-1,0,-1,-1,-1,0,,
2501,28-02-2018,K218,35368,35990,1.74,12,35687,35691,0.01,,
2502,28-02-2018,K219,35345,36005,1.85,7,35682,35688,0.02,,
2503,28-02-2018,H171,35461,36000,1.51,27,35720,35747,0.08,,
2504,28-02-2018,H175,34022,37043,8.5,83,35746,35768,0.06,,
2505,28-02-2018,H176,35440,35997,1.56,44,35747,35758,0.03,,
2506,28-02-2018,H177,35343,36145,2.24,78,35748,35774,0.07,,
2507,28-02-2018,H174,35415,36130,2,50,35726,35748,0.06,,
2508,28-02-2018,H173,35218,36215,2.79,51,35726,35746,0.06,,
2511,01-03-2018,K115,35235,35856,1.75,26,35541,35553,0.03,,55:24.9
2509,01-03-2018,K121,35281,36003,2.03,21,35714,35736,0.06,,55:24.9
2510,01-03-2018,K168,35072,35994,2.59,41,35543,35566,0.06,,55:24.9
2512,01-03-2018,K114,35216,36085,2.44,18,35714,35736,0.06,,55:24.9
2513,01-03-2018,K171,35146,35905,2.14,43,35506,35530,0.07,,55:24.9
2514,01-03-2018,H161,35154,36366,3.39,9,35738,35754,0.04,,26:04.9
2515,01-03-2018,H162,35382,36061,1.9,23,35743,35772,0.08,,26:05.0
2516,01-03-2018,H163,35344,36268,2.58,49,35698,35770,0.2,,26:05.0
2519,01-03-2018,K169,34893,36238,3.78,34,35562,35574,0.03,,34:02.9
2517,01-03-2018,K120,35023,35927,2.55,29,35527,35542,0.04,,34:02.9
2518,01-03-2018,K141,35313,36013,1.96,36,35670,35706,0.1,,34:03.0
2520,01-03-2018,H136,-1,-1,0,-1,-1,-1,0,,05:14.3
2522,01-03-2018,H140,0,0,0,0,0,0,0,,05:14.4
2521,01-03-2018,H137,-1,-1,0,-1,-1,-1,0,,05:14.4
2523,01-03-2018,H141,-1,-1,0,-1,-1,-1,0,,05:14.4
2524,01-03-2018,H171,35463,35997,1.49,18,35723,35748,0.07,,19:08.1
2529,01-03-2018,H173,35354,36138,2.19,7,35722,35750,0.08,,19:08.1
2525,01-03-2018,H175,34028,37036,8.47,84,35743,35769,0.07,,19:08.2
2527,01-03-2018,H177,35305,36231,2.59,25,35753,35772,0.05,,19:08.2
2526,01-03-2018,H176,35442,36001,1.56,56,35749,35756,0.02,,19:08.2
2528,01-03-2018,H174,35418,36143,2.03,32,35726,35750,0.07,,19:08.2
2530,01-03-2018,K218,35370,35988,1.73,15,35687,35691,0.01,,20:06.9
2531,01-03-2018,K219,35344,36000,1.84,6,35682,35688,0.02,,20:06.9
2532,01-03-2018,H136,-1,-1,0,-1,-1,-1,0,,45:37.7
2534,01-03-2018,H140,0,0,0,0,0,0,0,,45:37.7
2533,01-03-2018,H137,-1,-1,0,-1,-1,-1,0,,45:37.7
2535,01-03-2018,H141,-1,-1,0,-1,-1,-1,0,,45:37.7
2536,02-01-2018,K121,35295,36002,1.98,22,35718,35735,0.05,,
2537,02-01-2018,K168,35074,35993,2.59,32,35541,35565,0.07,,
2538,02-01-2018,K115,35233,35862,1.77,29,35540,35555,0.04,,
2539,02-01-2018,K114,35217,36081,2.42,14,35716,35737,0.06,,
2540,02-01-2018,K171,35146,35904,2.13,46,35505,35530,0.07,,
2541,02-01-2018,K120,35031,35919,2.5,31,35527,35542,0.04,,
2542,02-01-2018,K141,35314,36013,1.96,38,35672,35707,0.1,,
2543,02-01-2018,K169,34892,36234,3.77,37,35563,35572,0.03,,
2544,02-03-2018,H161,35171,36359,3.32,8,35733,35763,0.08,,04:06.0
2545,02-03-2018,H162,35370,36116,2.09,27,35739,35774,0.1,,04:06.0
2546,02-03-2018,H163,35316,36268,2.66,56,35696,35774,0.22,,04:06.1
2547,02-03-2018,H136,-1,-1,0,-1,-1,-1,0,,19:01.2
2549,02-03-2018,H140,0,0,0,0,0,0,0,,19:01.2
2548,02-03-2018,H137,-1,-1,0,-1,-1,-1,0,,19:01.2
2550,02-03-2018,H141,-1,-1,0,-1,-1,-1,0,,19:01.2
2551,03-03-2018,H171,35460,35999,1.51,20,35706,35758,0.15,,10:30.1
2556,03-03-2018,H173,35356,36138,2.19,12,35730,35741,0.03,,10:30.1
2552,03-03-2018,H175,34001,37034,8.54,86,35732,35783,0.14,,10:30.1
2554,03-03-2018,H177,35308,36220,2.55,31,35753,35766,0.04,,10:30.1
2553,03-03-2018,H176,35446,36006,1.57,57,35740,35763,0.06,,10:30.1
2555,03-03-2018,H174,35417,36162,2.08,36,35728,35746,0.05,,10:30.1
2557,28-06-2016,K150,35150,36317,3.27,42,35709,35721,0.03,,
2558,28-06-2016,K173,35098,36100,2.81,70,35706,35732,0.07,,
2559,28-06-2016,K147,35354,35765,1.16,103,35560,35571,0.03,,
2560,28-06-2016,K149,34920,36452,4.29,32,35713,35735,0.06,,
2561,28-06-2016,K167,34753,36652,5.32,52,35670,35697,0.08,,
2562,28-02-2018,H129,35493,35920,1.2,68,35690,35738,0.13,,
2563,28-02-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2564,28-02-2018,H128,35297,36020,2.03,28,35720,35742,0.06,,
2565,28-02-2018,H127,35288,36108,2.3,31,35723,35746,0.06,,
2566,28-02-2018,K208,35399,36012,1.72,58,35698,35706,0.02,,
2567,28-02-2018,K210,35300,36074,2.17,46,35711,35721,0.03,,
2568,28-02-2018,K209,34725,36278,4.37,33,35518,35529,0.03,,
2569,28-02-2018,K172,35035,35956,2.59,37,35528,35545,0.05,,
2570,03-08-2017,K120,35013,35945,2.63,30,35527,35542,0.04,,
2571,03-08-2017,K141,35308,36020,2,35,35672,35708,0.1,,
2572,03-08-2017,K169,34933,36207,3.58,30,35566,35576,0.03,,
2573,03-03-2018,H161,35172,36356,3.31,11,35731,35762,0.09,,27:21.5
2574,03-03-2018,H162,35382,36068,1.92,22,35741,35773,0.09,,27:21.6
2575,03-03-2018,H163,35354,36264,2.54,62,35699,35769,0.2,,27:21.6
2578,03-03-2018,K115,35233,35861,1.77,29,35541,35553,0.03,,54:48.4
2576,03-03-2018,K121,35298,36013,2.01,23,35717,35735,0.05,,54:48.5
2577,03-03-2018,K168,35066,36001,2.63,45,35542,35565,0.06,,54:48.5
2579,03-03-2018,K114,35220,36083,2.42,14,35715,35735,0.06,,54:48.5
2580,03-03-2018,K171,35151,35917,2.16,47,35503,35532,0.08,,54:48.5
2583,04-03-2018,K115,35233,35861,1.77,29,35541,35553,0.03,,58:36.7
2581,04-03-2018,K121,35294,36013,2.02,23,35718,35735,0.05,,58:36.7
2582,04-03-2018,K168,35068,35998,2.62,45,35541,35565,0.07,,58:36.7
2584,04-03-2018,K114,35220,36083,2.42,14,35715,35735,0.06,,58:36.7
2585,04-03-2018,K171,35152,35917,2.15,47,35507,35530,0.06,,58:36.7
2586,04-05-2017,H166,35141,36405,3.53,82,35764,35778,0.04,,
2587,04-05-2017,H167,35264,36257,2.78,118,35730,35775,0.13,,
2588,04-05-2017,H165,34954,36357,3.93,23,35655,35682,0.08,,
2589,04-03-2018,K218,35370,36010,1.79,8,35685,35690,0.01,,18:52.2
2590,04-03-2018,K219,35345,36003,1.84,5,35684,35690,0.02,,18:52.2
2595,01-03-2018,K167,34751,36658,5.34,55,35668,35695,0.08,,32:15.0
2593,01-03-2018,K147,35354,35808,1.28,107,35559,35571,0.03,,32:15.0
2591,01-03-2018,K150,35147,36327,3.3,44,35709,35721,0.03,,32:15.0
2592,01-03-2018,K173,35105,36085,2.75,70,35705,35732,0.08,,32:15.0
2594,01-03-2018,K149,34904,36480,4.42,33,35714,35735,0.06,,32:15.1
2598,01-03-2018,H128,35500,35977,1.33,8,35723,35738,0.04,,44:09.0
2596,01-03-2018,H129,35497,35929,1.21,73,35692,35736,0.12,,44:09.1
2597,01-03-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,44:09.1
2599,01-03-2018,H127,35267,36108,2.36,37,35724,35748,0.07,,44:09.1
2600,01-05-2017,K208,35398,36015,1.73,64,35698,35706,0.02,,
2601,01-05-2017,K210,35322,36075,2.11,49,35710,35723,0.04,,
2602,01-05-2017,K172,35026,35962,2.64,40,35527,35546,0.05,,
2605,05-03-2018,K239,35114,36445,3.72,17,35721,35731,0.03,,44:02.2
2604,05-03-2018,K238,35241,36163,2.58,4,35709,35717,0.02,,44:02.2
2606,05-03-2018,K250,35233,36063,2.33,32,35690,35697,0.02,,44:02.2
2603,05-03-2018,K237,35523,35968,1.24,9,35712,35717,0.01,,44:02.2
2607,01-05-2017,K208,35398,36015,1.73,64,35698,35706,0.02,,
2608,01-05-2017,K210,35322,36075,2.11,49,35710,35723,0.04,,
2609,01-05-2017,K172,35026,35962,2.64,40,35527,35546,0.05,,
2610,02-06-2017,K150,35147,36327,3.3,44,35709,35721,0.03,,
2611,02-06-2017,K173,35105,36085,2.75,70,35705,35732,0.08,,
2612,02-06-2017,K147,35354,35808,1.28,107,35559,35571,0.03,,
2613,02-06-2017,K149,34904,36480,4.42,33,35714,35735,0.06,,
2614,02-06-2017,K167,34751,36658,5.34,55,35668,35695,0.08,,
2617,02-03-2018,H128,35486,35961,1.33,10,35719,35745,0.07,,36:22.7
2615,02-03-2018,H129,35496,35926,1.2,35,35691,35737,0.13,,36:22.7
2616,02-03-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,36:22.7
2618,02-03-2018,H127,35030,36403,3.84,37,35724,35746,0.06,,36:22.7
2619,03-07-2017,K150,35147,36327,3.3,44,35709,35721,0.03,,
2620,03-07-2017,K173,35105,36085,2.75,70,35705,35732,0.08,,
2621,03-07-2017,K147,35354,35808,1.28,107,35559,35571,0.03,,
2622,03-07-2017,K149,34904,36480,4.42,33,35714,35735,0.06,,
2623,03-07-2017,K167,34748,36660,5.36,55,35671,35695,0.07,,
2626,03-03-2018,H128,35488,35963,1.33,13,35720,35745,0.07,,02:00.8
2624,03-03-2018,H129,35499,35947,1.25,50,35689,35739,0.14,,02:00.8
2625,03-03-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,02:00.8
2627,03-03-2018,H127,35027,36408,3.87,37,35723,35746,0.06,,02:00.8
2630,03-03-2018,K172,35024,35961,2.64,40,35527,35546,0.05,,09:18.1
2628,03-03-2018,K208,35399,36006,1.7,63,35698,35705,0.02,,09:18.1
2629,03-03-2018,K210,35330,36074,2.08,49,35711,35723,0.03,,09:18.1
2633,04-03-2018,K239,35114,36445,3.72,17,35721,35731,0.03,,15:27.4
2632,04-03-2018,K238,35241,36163,2.58,4,35709,35717,0.02,,15:27.4
2634,04-03-2018,K250,35233,36063,2.33,32,35690,35697,0.02,,15:27.4
2631,04-03-2018,K237,35523,35968,1.24,9,35712,35717,0.01,,15:27.4
2635,05-07-2017,K120,35036,35920,2.49,38,35527,35543,0.05,,
2636,05-07-2017,K141,35311,36014,1.97,42,35672,35707,0.1,,
2637,05-07-2017,K169,34935,36204,3.57,46,35563,35573,0.03,,
2638,05-03-2018,H161,35169,36359,3.33,13,35732,35762,0.08,,53:01.2
2639,05-03-2018,H162,35373,36068,1.95,26,35740,35775,0.1,,53:01.2
2640,05-03-2018,H163,35295,36234,2.63,69,35707,35780,0.2,,53:01.2
2641,05-11-2016,K121,35290,36021,2.05,25,35717,35734,0.05,,
2642,05-11-2016,K168,35068,36006,2.64,46,35541,35566,0.07,,
2643,05-11-2016,K115,35231,35869,1.79,30,35542,35552,0.03,,
2644,05-11-2016,K114,35220,36086,2.43,13,35714,35736,0.06,,
2645,05-11-2016,K171,35109,35914,2.27,47,35507,35532,0.07,,
2646,05-01-2018,K211,-1,-1,0,-1,-1,-1,0,,
2647,05-01-2018,K212,-1,-1,0,-1,-1,-1,0,,
2648,05-03-2018,K218,35373,36007,1.78,8,35686,35690,0.01,,51:24.7
2649,05-03-2018,K219,35346,35998,1.83,5,35685,35689,0.01,,51:24.7
2650,05-03-2018,K220,35183,36230,2.93,10,35703,35715,0.03,,39:23.3
2651,05-03-2018,K221,35300,36252,2.66,5,35733,35737,0.01,,39:23.3
2652,05-03-2018,H171,35461,35988,1.48,22,35724,35744,0.06,,57:48.0
2657,05-03-2018,H173,35357,36142,2.2,14,35727,35744,0.05,,57:48.0
2653,05-03-2018,H175,34012,37054,8.56,88,35740,35770,0.08,,57:48.0
2655,05-03-2018,H177,35300,36221,2.58,41,35754,35769,0.04,,57:48.0
2654,05-03-2018,H176,35450,36006,1.56,61,35740,35763,0.06,,57:48.1
2656,05-03-2018,H174,35423,36154,2.04,36,35725,35749,0.07,,57:48.1
2658,05-03-2018,H136,-1,-1,0,-1,-1,-1,0,,34:10.4
2660,05-03-2018,H140,0,0,0,0,0,0,0,,34:10.4
2659,05-03-2018,H137,-1,-1,0,-1,-1,-1,0,,34:10.4
2661,05-03-2018,H141,-1,-1,0,-1,-1,-1,0,,34:10.4
2664,06-03-2018,K239,35115,36448,3.73,19,35719,35727,0.02,,58:30.7
2663,06-03-2018,K238,35183,36163,2.75,6,35715,35718,0.01,,58:30.7
2665,06-03-2018,K250,35237,36063,2.32,25,35691,35701,0.03,,58:30.7
2662,06-03-2018,K237,35521,35969,1.25,11,35711,35719,0.02,,58:30.8
2668,06-03-2018,K169,34938,36201,3.55,49,35563,35573,0.03,,03:53.5
2666,06-03-2018,K120,35022,35932,2.57,40,35527,35542,0.04,,03:53.5
2667,06-03-2018,K141,34326,36602,6.42,49,35672,35707,0.1,,03:53.5
2669,06-03-2018,H161,35173,36367,3.34,14,35741,35754,0.04,,09:36.8
2670,06-03-2018,H162,35378,36071,1.94,27,35740,35774,0.1,,09:36.8
2671,06-03-2018,H163,35351,36279,2.59,69,35695,35779,0.24,,09:36.8
2672,06-03-2018,K218,35377,36005,1.76,8,35686,35690,0.01,,50:11.3
2673,06-03-2018,K219,35351,36001,1.82,5,35682,35687,0.01,,50:11.3
2674,06-05-2017,H166,35137,36413,3.57,84,35762,35778,0.04,,
2675,06-05-2017,H167,35266,36259,2.78,118,35730,35776,0.13,,
2676,06-05-2017,H165,35000,36296,3.64,29,35651,35677,0.07,,
2677,06-03-2018,K211,-1,-1,0,-1,-1,-1,0,,07:53.1
2678,06-03-2018,K212,-1,-1,0,-1,-1,-1,0,,07:53.1
2679,06-03-2018,K220,35181,36232,2.94,10,35702,35717,0.04,,54:39.5
2680,06-03-2018,K221,35301,36246,2.64,5,35733,35736,0.01,,54:39.5
2681,06-03-2018,H171,35451,35987,1.5,24,35725,35753,0.08,,52:41.1
2686,06-03-2018,H173,35353,36140,2.2,14,35724,35745,0.06,,52:41.1
2682,06-03-2018,H175,34010,37055,8.57,47,35740,35770,0.08,,52:41.1
2684,06-03-2018,H177,35305,36223,2.57,46,35752,35770,0.05,,52:41.1
2683,06-03-2018,H176,35452,36005,1.55,64,35740,35762,0.06,,52:41.1
2685,06-03-2018,H174,35421,36149,2.03,36,35724,35749,0.07,,52:41.2
2689,07-03-2018,K239,35115,36449,3.73,20,35717,35726,0.03,,15:11.5
2688,07-03-2018,K238,35183,36166,2.76,5,35715,35716,0,,15:11.5
2690,07-03-2018,K250,35239,36068,2.33,24,35693,35703,0.03,,15:11.6
2687,07-03-2018,K237,35523,35972,1.26,11,35713,35718,0.01,,15:11.6
2691,04-08-2016,K150,35132,36313,3.31,47,35707,35723,0.04,,
2692,04-08-2016,K173,35101,36097,2.8,79,35705,35732,0.08,,
2693,04-08-2016,K147,35306,35889,1.64,111,35560,35572,0.03,,
2694,04-08-2016,K149,34900,36469,4.4,38,35712,35735,0.06,,
2695,04-08-2016,K167,34731,36648,5.37,63,35671,35697,0.07,,
2698,04-03-2018,H128,35485,35963,1.34,13,35718,35746,0.08,,27:53.2
2696,04-03-2018,H129,35501,35919,1.17,58,35690,35738,0.13,,27:53.2
2697,04-03-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,27:53.2
2699,04-03-2018,H127,35020,36388,3.83,4,35723,35747,0.07,,27:53.2
2700,04-09-2016,K208,35321,36070,2.1,67,35696,35707,0.03,,
2701,04-09-2016,K210,35325,36081,2.12,54,35710,35720,0.03,,
2702,04-09-2016,K209,34745,36278,4.32,24,35517,35531,0.04,,
2703,04-09-2016,K172,35010,35954,2.66,44,35527,35546,0.05,,
2708,05-03-2018,K167,34731,36654,5.39,63,35672,35697,0.07,,43:37.1
2706,05-03-2018,K147,35306,35889,1.64,111,35560,35572,0.03,,43:37.1
2704,05-03-2018,K150,35141,36336,3.34,47,35709,35723,0.04,,43:37.1
2705,05-03-2018,K173,35093,36092,2.81,79,35706,35732,0.07,,43:37.1
2707,05-03-2018,K149,34898,36473,4.41,38,35712,35735,0.06,,43:37.2
2709,05-09-2016,H129,35507,35937,1.2,65,35690,35739,0.14,,
2710,05-09-2016,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2711,05-09-2016,H128,35484,35994,1.43,14,35717,35746,0.08,,
2712,05-09-2016,H127,35043,36390,3.77,4,35722,35748,0.07,,
2713,05-06-2017,K208,35321,36070,2.1,67,35696,35707,0.03,,
2714,05-06-2017,K210,35325,36081,2.12,54,35710,35720,0.03,,
2715,05-06-2017,K209,34745,36278,4.32,24,35517,35531,0.04,,
2716,05-06-2017,K172,35010,35954,2.66,44,35527,35546,0.05,,
2717,06-06-2017,K150,35153,36324,3.28,47,35708,35723,0.04,,
2718,06-06-2017,K173,35102,36098,2.8,79,35704,35732,0.08,,
2719,06-06-2017,K147,35291,35892,1.69,111,35558,35572,0.04,,
2720,06-06-2017,K149,34904,36465,4.37,38,35712,35736,0.07,,
2721,06-06-2017,K167,34730,36652,5.39,63,35673,35697,0.07,,
2722,06-07-2017,H129,35512,35928,1.16,67,35693,35734,0.11,,
2723,06-07-2017,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2724,06-07-2017,H128,35504,36006,1.4,15,35721,35741,0.06,,
2725,06-07-2017,H127,35052,36383,3.73,10,35723,35749,0.07,,
2729,06-03-2018,K172,35003,35952,2.67,41,35526,35546,0.06,,17:01.5
2726,06-03-2018,K208,35317,36079,2.13,67,35697,35706,0.03,,17:01.5
2727,06-03-2018,K210,35316,36077,2.13,54,35710,35721,0.03,,17:01.5
2728,06-03-2018,K209,34745,36283,4.33,24,35518,35529,0.03,,17:01.5
2730,06-03-2018,H136,-1,-1,0,-1,-1,-1,0,,38:56.6
2732,06-03-2018,H140,0,0,0,0,0,0,0,,38:56.6
2731,06-03-2018,H137,-1,-1,0,-1,-1,-1,0,,38:56.6
2733,06-03-2018,H141,-1,-1,0,-1,-1,-1,0,,38:56.6
2734,06-01-2018,K121,35303,36010,1.98,19,35716,35735,0.05,,
2735,06-01-2018,K168,35185,35957,2.17,48,35540,35566,0.07,,
2736,06-01-2018,K115,35266,35837,1.61,36,35543,35553,0.03,,
2737,06-01-2018,K114,35220,36071,2.39,17,35715,35735,0.06,,
2738,06-01-2018,K171,35109,35912,2.26,50,35504,35531,0.08,,
2741,07-03-2018,K115,35266,35837,1.61,36,35543,35553,0.03,,22:57.1
2739,07-03-2018,K121,35303,36010,1.98,19,35716,35735,0.05,,22:57.1
2740,07-03-2018,K168,35185,35958,2.17,48,35541,35565,0.07,,22:57.2
2742,07-03-2018,K114,35220,36071,2.39,17,35715,35735,0.06,,22:57.2
2743,07-03-2018,K171,35109,35912,2.26,50,35504,35531,0.08,,22:57.2
2746,07-03-2018,K115,35266,35837,1.61,36,35543,35553,0.03,,24:51.3
2744,07-03-2018,K121,35303,36010,1.98,19,35716,35735,0.05,,24:51.3
2745,07-03-2018,K168,35185,35958,2.17,48,35541,35565,0.07,,24:51.3
2747,07-03-2018,K114,35220,36071,2.39,17,35715,35735,0.06,,24:51.3
2748,07-03-2018,K171,35109,35912,2.26,50,35504,35531,0.08,,24:51.4
2749,07-12-2017,K211,-1,-1,0,-1,-1,-1,0,,
2750,07-12-2017,K212,-1,-1,0,-1,-1,-1,0,,
2751,07-03-2018,K220,35181,36229,2.94,9,35702,35715,0.04,,42:19.4
2752,07-03-2018,K221,35288,36266,2.73,3,35734,35737,0.01,,42:19.4
